female,year,area,obs,pred,YR_FL,loc_density,f_status,f_min_age,f_ALR,mean_age,delta_age,mean_age_LD,delta_age_LD,LR,HD,LD,CS,BS,hatch,ACW,FL,recruits
5330,46,9,8047,0,6.2,1.71,1,3,3,2,1,2,1,1,39,18,9,9,1,187,7,1
1050,13,4,1596,1,6,0.18,0,3,3,2,1,2,1,1,40,18,9,9,1,170,8,0
5355,45,8,8080,0,7.4,0.62,1,2,2,2,0,2,0,1,42,18,10,10,1,179,10,3
4724,36,6,7109,0,7.5,0.65,1,2,3,2,0,2,0,0,41,18,10,10,1,186,10,1
2546,22,9,3873,0,7.4,0.95,0,3,4,2,1,2,1,0,47,18,10,10,1,195,9,0
574,6,4,889,1,6.7,0.27,0,2,2,2,0,2,0,1,42,18,10,10,1,199,10,1
908,8,2,1399,1,4.5,0.69,0,2,2,2,0,2,0,1,39,18,10,10,1,189,7,1
1704,28,3,2585,0,8.9,0.5,0,2,2,2,0,2,0,1,40,18,11,11,1,180,11,1
4718,38,8,7094,0,7.4,0.51,1,1,3,2,-1,2,-1,0,41,18,11,11,1,195,11,0
4484,35,5,6695,0,6.9,1.01,1,2,3,2,0,2,0,0,42,18,11,11,1,196,11,4
3477,28,5,5220,0,8.9,1.05,1,1,3,2,-1,2,-1,0,41,18,11,11,1,196,11,0
1594,28,5,2403,0,8.9,1.05,0,2,3,2,0,2,0,0,41,18,12,12,1,183,12,0
3604,28,5,5447,0,8.9,1.05,1,1,3,2,-1,2,-1,0,40,18,12,12,1,174,12,1
1710,31,2,2594,0,7.7,1.18,0,2,2,2,0,2,0,1,38,19,5,3,0.6,191,3,0
2644,45,5,4015,0,7.4,1.27,0,1,3,2,-1,2,-1,0,37,19,6,4,0.67,,0,0
1589,28,5,2393,0,8.9,1.05,0,2,3,2,0,2,0,0,42,19,10,7,0.7,184,7,1
2098,34,3,3180,0,7.6,0.83,0,1,3,2,-1,2,-1,0,39,19,9,7,0.78,186,7,3
2338,44,5,3565,0,5.1,1.92,0,3,3,2,1,2,1,1,40,19,9,7,0.78,187,7,0
13,2,4,18,1,6,0.37,1,2,2,2,0,2,0,1,39,19,9,7,0.78,201,7,0
1183,13,2,1797,1,6,0.53,1,2,2,2,0,2,0,1,40,19,9,7,0.78,185,7,1
5374,45,2,8108,0,7.4,1.6,0,3,3,2,1,2,1,1,43,19,10,8,0.8,172,8,0
2720,43,6,4103,0,6.8,0.56,0,2,2,2,0,2,0,1,40,19,8,7,0.88,190,7,1
4529,34,1,6775,0,7.6,1.29,1,3,3,2,1,2,1,1,41,19,8,7,0.88,,0,0
2755,43,3,4155,0,6.8,0.77,0,2,2,2,0,2,0,1,43,19,9,8,0.89,171,4,0
1080,14,5,1641,1,7,0.74,1,2,2,2,0,2,0,1,42,19,9,8,0.89,191,7,1
2049,34,2,3096,0,7.6,0.91,0,2,2,2,0,2,0,1,42,19,10,9,0.9,190,9,2
1896,36,2,2843,0,7.5,1.18,0,1,3,2,-1,2,-1,0,41,19,10,9,0.9,182,9,1
3934,47,1,5930,0,6.7,1.22,1,3,3,2,1,2,1,1,44,19,11,10,0.91,179,10,0
3508,30,4,5272,0,6.8,0.41,1,3,3,2,1,2,1,1,42,19,6,6,1,201,6,1
2059,41,2,3110,0,7,1.76,0,2,3,2,0,2,0,0,39,19,6,6,1,185,6,1
3925,45,4,5915,0,7.4,0.42,1,2,2,2,0,2,0,1,42,19,7,7,1,186,7,1
2277,36,6,3465,0,7.5,0.65,0,1,3,2,-1,2,-1,0,39,19,7,7,1,180,7,1
5119,38,6,7724,0,7.4,0.68,1,2,2,2,0,2,0,1,40,19,7,7,1,192,7,0
5274,43,3,7954,0,6.8,0.77,1,3,4,2,1,2,1,0,36,19,7,7,1,,0,0
2099,34,3,3183,0,7.6,0.83,0,2,2,2,0,2,0,1,39,19,7,7,1,199,7,1
3015,22,9,4536,0,7.4,0.95,1,1,3,2,-1,2,-1,0,45,19,7,7,1,199,7,2
5361,44,6,8090,0,5.1,0.38,1,1,2,2,-1,2,-1,0,39,19,8,8,1,183,8,0
3003,22,3,4515,0,7.4,0.5,1,1,3,2,-1,2,-1,0,42,19,8,8,1,189,8,1
1793,30,2,2716,0,6.8,1.12,0,2,3,2,0,2,0,0,41,19,8,8,1,186,8,1
4314,44,9,6435,0,5.1,1.63,0,2,2,2,0,2,0,1,42,19,8,8,1,171,8,0
961,13,1,1467,1,6,1.15,0,2,2,2,0,2,0,1,39,19,8,8,1,,0,0
4476,34,4,6678,0,7.6,0.44,1,1,3,2,-1,2,-1,0,43,19,9,9,1,190,9,1
1660,30,3,2518,0,6.8,0.63,0,2,3,2,0,2,0,0,43,19,9,9,1,189,9,1
3647,31,1,5527,0,7.7,1.11,1,3,3,2,1,2,1,1,40,19,9,9,1,195,8,2
4385,43,9,6527,0,6.8,1.67,1,2,2,2,0,2,0,1,39,19,9,9,1,184,9,3
2782,45,6,4199,0,7.4,0.36,0,2,2,2,0,2,0,1,40,19,10,10,1,182,10,2
3575,28,4,5401,0,8.9,0.39,1,3,3,2,1,2,1,1,39,19,10,10,1,183,10,1
3624,28,3,5488,0,8.9,0.5,1,2,3,2,0,2,0,0,39,19,10,10,1,178,10,3
4118,30,3,6144,0,6.8,0.63,1,2,2,2,0,2,0,1,42,19,10,10,1,181,10,1
76,24,4,117,0,7.3,0.65,0,2,2,2,0,2,0,1,44,19,11,11,1,172,11,1
3004,24,4,4520,0,7.3,0.65,1,3,3,2,1,2,1,1,43,19,11,11,1,185,10,0
2922,21,1,4384,0,8.6,0.93,1,2,3,2,0,2,0,0,42,19,11,11,1,,0,0
2313,43,1,3523,0,6.8,1.61,0,2,2,2,0,2,0,1,42,19,11,11,1,164,11,1
3844,46,9,5803,0,6.2,1.71,1,3,3,2,1,2,1,1,51,19,11,11,1,162,9,1
124,26,6,180,0,7.5,0.31,0,2,3,2,0,2,0,0,46,19,12,12,1,160,10,0
1420,21,1,2153,0,8.6,0.93,1,3,3,2,1,2,1,1,43,19,12,12,1,199,12,1
1634,28,1,2467,0,8.9,1.15,0,2,3,2,0,2,0,0,42,19,12,12,1,177,12,1
3450,35,9,5181,0,6.9,1.75,1,2,2,2,0,2,0,1,40,20,7,3,0.43,,0,0
273,2,3,416,1,6,0.47,0,2,2,2,0,2,0,1,33,20,5,3,0.6,192,1,0
5361,46,6,8092,0,6.2,0.75,1,3,2,2,1,2,1,0,41,20,9,6,0.67,,0,0
3079,22,8,4644,0,7.4,0.6,1,1,3,2,-1,2,-1,0,43,20,10,7,0.7,184,7,0
4339,47,1,6465,0,6.7,1.22,1,2,2,2,0,2,0,1,43,20,12,9,0.75,158,9,1
3500,30,6,5260,0,6.8,0.36,1,3,3,2,1,2,1,1,49,20,13,10,0.77,181,10,1
1182,13,2,1795,1,6,0.53,1,2,2,2,0,2,0,1,42,20,9,7,0.78,191,7,0
1814,46,4,2740,0,6.2,0.51,0,2,3,2,0,2,0,0,41,20,5,4,0.8,191,4,2
5138,40,8,7754,0,5.5,0.51,1,3,3,2,1,2,1,1,41,20,5,4,0.8,195,3,0
3486,26,3,5232,0,7.5,0.37,1,2,2,2,0,2,0,1,47,20,10,8,0.8,187,7,3
2035,33,3,3066,0,8.1,0.57,0,2,2,2,0,2,0,1,44,20,11,9,0.82,202,9,0
4816,36,3,7248,0,7.5,0.73,1,1,3,2,-1,2,-1,0,41,20,6,5,0.83,201,5,0
16,2,4,22,1,6,0.37,1,2,3,2,0,2,0,0,38,20,6,5,0.83,188,5,0
5301,44,1,8000,0,5.1,1.83,1,3,3,2,1,2,1,1,43,20,7,6,0.86,180,6,0
2353,43,1,3586,0,6.8,1.61,0,2,2,2,0,2,0,1,40,20,8,7,0.88,192,7,1
4179,35,9,6231,0,6.9,1.75,1,1,3,2,-1,2,-1,0,39,20,8,7,0.88,205,7,0
1237,13,5,1880,1,6,0.7,0,2,2,2,0,2,0,1,40,20,8,7,0.88,202,7,0
3911,46,4,5893,0,6.2,0.51,1,3,3,2,1,2,1,1,41,20,9,8,0.89,184,8,3
4896,36,9,7388,0,7.5,1.25,1,1,3,2,-1,2,-1,0,45,20,9,8,0.89,172,8,1
4725,36,9,7111,0,7.5,1.25,1,2,2,2,0,2,0,1,42,20,9,8,0.89,202,8,1
1733,30,1,2627,0,6.8,0.82,0,2,3,2,0,2,0,0,44,20,10,9,0.9,181,9,1
180,28,2,266,0,8.9,0.91,0,3,3,2,1,2,1,1,41,20,10,9,0.9,179,8,1
3114,22,5,4688,0,7.4,0.92,0,2,2,2,0,2,0,1,46,20,10,9,0.9,203,9,0
2741,44,9,4132,0,5.1,1.63,0,2,3,2,0,2,0,0,43,20,10,9,0.9,192,9,1
297,2,2,450,1,6,0.96,0,2,2,2,0,2,0,1,40,20,10,9,0.9,197,9,0
4645,34,8,6971,0,7.6,0.51,1,2,3,2,0,2,0,0,43,20,11,10,0.91,195,10,3
2001,38,8,3010,0,7.4,0.51,0,2,2,2,0,2,0,1,38,20,4,4,1,188,4,2
2083,43,2,3153,0,6.8,1.98,0,2,2,2,0,2,0,1,38,20,6,6,1,182,6,1
4914,40,6,7415,0,5.5,0.41,1,2,3,2,0,2,0,0,38,20,7,7,1,166,2,1
4258,31,6,6351,0,7.7,0.49,1,1,3,2,-1,2,-1,0,40,20,7,7,1,196,7,0
4578,34,6,6862,0,7.6,0.53,1,2,3,2,0,2,0,0,40,20,7,7,1,199,7,1
4387,43,3,6529,0,6.8,0.77,1,2,2,2,0,2,0,1,43,20,7,7,1,184,7,1
2007,40,1,3023,0,5.5,0.82,0,1,3,2,-1,2,-1,0,41,20,7,7,1,196,7,0
1083,17,3,1645,0,6.8,0.17,0,2,2,2,0,2,0,1,,20,8,8,1,,8,1
5394,44,6,8134,0,5.1,0.38,1,2,2,2,0,2,0,1,41,20,8,8,1,192,8,2
3911,44,4,5891,0,5.1,0.41,1,1,3,2,-1,2,-1,0,41,20,8,8,1,199,8,2
4360,44,4,6492,0,5.1,0.41,1,3,3,2,1,2,1,1,43,20,8,8,1,133,8,0
4740,36,5,7130,0,7.5,1.01,1,2,3,2,0,2,0,0,39,20,8,8,1,180,8,3
4595,34,1,6895,0,7.6,1.29,1,1,3,2,-1,2,-1,0,40,20,8,8,1,187,8,3
3251,24,2,4888,0,7.3,1.55,1,2,3,2,0,2,0,0,42,20,8,8,1,187,5,0
5412,41,2,8158,0,7,1.76,1,2,3,2,0,2,0,0,41,20,8,8,1,185,8,2
4983,40,6,7525,0,5.5,0.41,1,2,4,2,0,2,0,0,41,20,9,9,1,199,9,1
167,26,5,245,0,7.5,0.52,0,2,3,2,0,2,0,0,43,20,9,9,1,183,7,1
2715,44,8,4098,0,5.1,0.84,0,2,2,2,0,2,0,1,43,20,9,9,1,183,9,1
3822,46,1,5762,0,6.2,1.04,0,2,2,2,0,2,0,1,42,20,9,9,1,161,8,0
3887,46,1,5862,0,6.2,1.04,1,3,3,2,1,2,1,1,43,20,9,9,1,180,2,0
1559,28,1,2338,0,8.9,1.15,0,2,3,2,0,2,0,0,41,20,9,9,1,179,7,1
284,2,4,429,1,6,0.37,0,2,2,2,0,2,0,1,39,20,9,9,1,184,9,0
1190,13,1,1808,1,6,1.15,0,2,2,2,0,2,0,1,40,20,9,9,1,184,8,2
3102,23,5,4674,0,7.8,0.26,1,2,3,2,0,2,0,0,42,20,10,10,1,194,10,1
5452,41,4,8227,0,7,0.28,1,3,3,2,1,2,1,1,42,20,10,10,1,188,10,5
1249,18,5,1899,0,5.8,0.48,0,3,4,2,1,2,1,0,53,20,10,10,1,186,7,1
2951,22,3,4433,0,7.4,0.5,1,2,2,2,0,2,0,1,47,20,10,10,1,177,8,1
4642,33,2,6965,0,8.1,0.8,1,1,3,2,-1,2,-1,0,41,20,10,10,1,178,10,1
3844,45,9,5802,0,7.4,1.14,1,2,3,2,0,2,0,0,43,20,10,10,1,189,10,0
4241,30,9,6325,0,6.8,1.22,1,1,3,2,-1,2,-1,0,44,20,10,10,1,186,10,0
1935,34,1,2918,0,7.6,1.29,0,3,3,2,1,2,1,1,43,20,10,10,1,188,10,0
5189,39,9,7828,0,6.7,1.37,1,1,4,2,-1,2,-1,0,42,20,10,10,1,194,9,0
2326,43,1,3543,0,6.8,1.61,0,3,3,2,1,2,1,1,41,20,10,10,1,177,10,1
466,6,6,712,1,6.7,0.46,1,2,3,2,0,2,0,0,43,20,10,10,1,187,10,0
3623,28,4,5485,0,8.9,0.39,1,2,3,2,0,2,0,0,42,20,11,11,1,188,11,2
1883,34,2,2829,0,7.6,0.91,0,2,2,2,0,2,0,1,43,20,11,11,1,185,11,0
1571,28,5,2356,0,8.9,1.05,0,1,3,2,-1,2,-1,0,42,20,11,11,1,174,10,1
489,6,5,765,1,6.7,0.48,1,2,2,2,0,2,0,1,43,20,11,11,1,187,11,0
2556,21,6,3891,0,8.6,0.46,0,2,3,2,0,2,0,0,46,20,12,12,1,173,12,1
4997,39,4,7546,0,6.7,0.48,1,1,3,2,-1,2,-1,0,43,21,9,6,0.67,192,6,0
1733,31,1,2628,0,7.7,1.11,0,3,3,2,1,2,1,1,43,21,9,6,0.67,179,6,0
3677,45,2,5574,0,7.4,1.6,0,2,2,2,0,2,0,1,42,21,9,6,0.67,196,6,2
4931,39,3,7444,0,6.7,0.57,1,3,3,2,1,2,1,1,41,21,4,3,0.75,204,3,0
4234,32,6,6316,0,6.8,0.19,1,3,3,2,1,2,1,1,48,21,8,6,0.75,199,6,4
5415,41,1,8164,0,7,0.79,1,2,3,2,0,2,0,0,41,21,8,6,0.75,196,4,1
243,2,1,364,1,6,2.33,1,1,4,2,-1,2,-1,0,40,21,8,6,0.75,195,6,0
1415,17,3,2146,0,6.8,0.17,0,2,2,2,0,2,0,1,48,21,10,8,0.8,190,6,2
2985,22,1,4488,0,7.4,1.36,1,2,2,2,0,2,0,1,48,21,10,8,0.8,192,8,0
4550,33,3,6811,0,8.1,0.57,1,2,2,2,0,2,0,1,43,21,10,9,0.9,180,9,1
4284,32,2,6388,0,6.8,0.85,1,3,3,2,1,2,1,1,50,21,10,9,0.9,189,9,0
5258,44,5,7932,0,5.1,1.92,0,2,2,2,0,2,0,1,44,21,10,9,0.9,158,7,0
5,1,1,7,1,6.6,0.9,0,2,3,2,0,2,0,0,43,21,10,9,0.9,,0,0
1880,34,2,2825,0,7.6,0.91,0,2,3,2,0,2,0,0,43,21,11,10,0.91,171,3,0
3620,36,2,5477,0,7.5,1.18,1,1,3,2,-1,2,-1,0,39,21,6,6,1,202,6,0
4166,30,3,6212,0,6.8,0.63,1,2,2,2,0,2,0,1,42,21,7,7,1,202,7,0
1583,28,1,2379,0,8.9,1.15,0,2,3,2,0,2,0,0,42,21,7,7,1,151,5,0
4998,40,6,7548,0,5.5,0.41,1,2,2,2,0,2,0,1,43,21,8,8,1,,0,0
4570,34,3,6850,0,7.6,0.83,1,2,3,2,0,2,0,0,41,21,8,8,1,193,8,0
4928,39,1,7439,0,6.7,0.97,1,3,3,2,1,2,1,1,45,21,8,8,1,186,4,1
5090,39,5,7681,0,6.7,1.05,1,1,3,2,-1,2,-1,0,42,21,8,8,1,178,8,1
5084,39,5,7672,0,6.7,1.05,1,2,2,2,0,2,0,1,42,21,8,8,1,201,8,3
2965,22,2,4455,0,7.4,1.66,1,2,2,2,0,2,0,1,47,21,8,8,1,194,8,0
1218,13,3,1852,1,6,0.23,0,2,3,2,0,2,0,0,43,21,8,8,1,189,8,0
2411,41,6,3673,0,7,0.37,0,2,2,2,0,2,0,1,45,21,9,9,1,186,9,3
5100,39,4,7694,0,6.7,0.48,1,2,2,2,0,2,0,1,45,21,9,9,1,197,9,0
4991,38,8,7537,0,7.4,0.51,1,2,2,2,0,2,0,1,43,21,9,9,1,182,9,0
3444,28,2,5171,0,8.9,0.91,1,3,3,2,1,2,1,1,40,21,9,9,1,177,9,4
5199,39,2,7845,0,6.7,1.23,1,1,3,2,-1,2,-1,0,42,21,9,9,1,186,9,0
3991,47,2,5996,0,6.7,1.6,1,2,2,2,0,2,0,1,41,21,9,9,1,195,9,2
2428,43,1,3696,0,6.8,1.61,0,2,2,2,0,2,0,1,41,21,9,9,1,183,9,2
5217,46,9,7880,0,6.2,1.71,1,2,2,2,0,2,0,1,45,21,9,9,1,189,9,1
287,4,4,433,1,8.2,0.32,0,3,3,2,1,2,1,1,42,21,9,9,1,196,9,2
3436,26,6,5160,0,7.5,0.31,1,2,2,2,0,2,0,1,49,21,10,10,1,181,10,0
3569,28,4,5388,0,8.9,0.39,1,2,2,2,0,2,0,1,43,21,10,10,1,187,8,0
3770,47,1,5705,0,6.7,1.22,0,2,2,2,0,2,0,1,43,21,10,10,1,186,10,0
5326,44,9,8041,0,5.1,1.63,1,2,2,2,0,2,0,1,42,21,10,10,1,191,2,0
3585,28,4,5419,0,8.9,0.39,1,3,3,2,1,2,1,1,42,21,11,11,1,186,10,1
3754,45,3,5680,0,7.4,0.43,0,1,3,2,-1,2,-1,0,43,21,11,11,1,191,11,1
3532,28,8,5318,0,8.9,0.43,1,2,2,2,0,2,0,1,42,21,11,11,1,193,11,1
1672,28,6,2532,0,8.9,0.47,0,1,3,2,-1,2,-1,0,43,21,11,11,1,175,0,0
3079,23,8,4645,0,7.8,0.49,1,2,3,2,0,2,0,0,47,21,11,11,1,183,8,3
3003,24,3,4517,0,7.3,0.73,1,3,3,2,1,2,1,1,44,21,11,11,1,179,10,2
5474,40,2,8263,0,5.5,0.96,0,2,2,2,0,2,0,1,43,21,11,11,1,182,11,0
1551,28,9,2328,0,8.9,1.1,0,3,3,2,1,2,1,1,42,21,11,11,1,191,11,1
2472,41,9,3772,0,7,1.14,0,2,4,2,0,2,0,0,44,21,11,11,1,193,10,4
2924,21,5,4387,0,8.6,0.92,0,2,2,2,0,2,0,1,,21,12,12,1,,12,2
3543,30,1,5336,0,6.8,0.82,1,2,2,2,0,2,0,1,44,22,8,4,0.5,181,4,1
330,4,4,505,1,8.2,0.32,0,2,2,2,0,2,0,1,43,22,10,6,0.6,201,5,1
4296,33,9,6407,0,8.1,1.29,1,3,3,2,1,2,1,1,42,22,8,5,0.63,199,5,2
2433,46,8,3702,0,6.2,0.84,0,3,3,2,1,2,1,1,44,22,11,7,0.64,187,7,2
4293,33,9,6401,0,8.1,1.29,1,3,3,2,1,2,1,1,48,22,14,9,0.64,175,9,2
3718,44,5,5633,0,5.1,1.92,0,2,2,2,0,2,0,1,43,22,8,6,0.75,176,5,0
270,2,9,412,1,6,1.06,0,2,2,2,0,2,0,1,42,22,8,6,0.75,,0,0
1202,13,5,1830,1,6,0.7,0,2,3,2,0,2,0,0,43,22,9,7,0.78,190,7,0
4449,34,1,6625,0,7.6,1.29,1,1,3,2,-1,2,-1,0,41,22,5,4,0.8,,4,1
1471,17,4,2216,0,6.8,0.2,0,2,2,2,0,2,0,1,44,22,8,7,0.88,190,7,2
4914,41,6,7416,0,7,0.37,1,3,3,2,1,2,1,1,42,22,8,7,0.88,185,6,1
2266,37,4,3450,0,5.5,0.73,0,3,3,2,1,2,1,1,43,22,9,8,0.89,147,2,0
2627,44,7,3995,0,5.1,0.58,0,2,2,2,0,2,0,1,52,22,10,9,0.9,,0,0
5241,47,9,7913,0,6.7,2.05,1,2,2,2,0,2,0,1,45,22,10,9,0.9,191,9,5
2080,45,2,3150,0,7.4,1.6,0,3,3,2,1,2,1,1,48,22,11,10,0.91,178,10,1
4122,30,8,6150,0,6.8,0.32,1,2,2,2,0,2,0,1,44,22,7,7,1,199,7,0
5404,41,3,8147,0,7,0.53,1,2,2,2,0,2,0,1,40,22,7,7,1,203,7,2
4529,33,1,6774,0,8.1,0.68,1,2,3,2,0,2,0,0,45,22,7,7,1,187,7,1
4420,34,3,6581,0,7.6,0.83,1,2,3,2,0,2,0,0,40,22,7,7,1,192,7,0
4449,35,1,6626,0,6.9,1.25,1,2,3,2,0,2,0,0,42,22,7,7,1,187,6,0
2140,35,9,3253,0,6.9,1.75,0,2,2,2,0,2,0,1,42,22,7,7,1,191,7,1
4592,36,8,6887,0,7.5,0.51,1,3,3,2,1,2,1,1,44,22,8,8,1,184,8,0
3890,45,8,5865,0,7.4,0.62,1,2,2,2,0,2,0,1,43,22,8,8,1,171,8,1
1626,28,2,2454,0,8.9,0.91,0,2,3,2,0,2,0,0,42,22,8,8,1,180,8,2
2322,41,5,3535,0,7,1.09,0,2,2,2,0,2,0,1,42,22,8,8,1,188,8,0
2135,47,1,3247,0,6.7,1.22,0,2,2,2,0,2,0,1,42,22,8,8,1,159,8,0
4157,30,9,6201,0,6.8,1.22,1,2,2,2,0,2,0,1,44,22,8,8,1,189,8,1
1626,29,2,2455,0,5.7,1.23,0,3,3,2,1,2,1,1,45,22,8,8,1,184,8,0
2172,36,9,3306,0,7.5,1.25,0,1,3,2,-1,2,-1,0,43,22,8,8,1,196,8,5
46,2,6,76,1,6,0.38,0,2,2,2,0,2,0,1,40,22,8,8,1,197,8,2
4439,33,4,6612,0,8.1,0.27,0,2,2,2,0,2,0,1,46,22,9,9,1,193,9,4
113,30,6,165,0,6.8,0.36,0,2,3,2,0,2,0,0,41,22,9,9,1,180,9,1
4578,33,6,6861,0,8.1,0.4,1,1,3,2,-1,2,-1,0,45,22,9,9,1,192,9,0
2206,34,8,3355,0,7.6,0.51,0,2,3,2,0,2,0,0,42,22,9,9,1,195,9,1
4493,34,8,6709,0,7.6,0.51,1,1,3,2,-1,2,-1,0,43,22,9,9,1,192,9,1
4488,35,6,6703,0,6.9,0.7,1,2,2,2,0,2,0,1,43,22,9,9,1,182,9,0
2982,22,5,4483,0,7.4,0.92,1,2,2,2,0,2,0,1,46,22,9,9,1,186,7,0
2305,26,1,3508,0,7.5,0.97,0,2,2,2,0,2,0,1,46,22,9,9,1,182,9,1
2443,39,5,3718,0,6.7,1.05,0,2,3,2,0,2,0,0,45,22,9,9,1,144,6,0
4521,34,5,6760,0,7.6,1.53,1,2,2,2,0,2,0,1,44,22,9,9,1,189,9,1
2940,22,2,4416,0,7.4,1.66,0,2,3,2,0,2,0,0,48,22,9,9,1,195,9,0
5199,41,2,7847,0,7,1.76,1,3,3,2,1,2,1,1,46,22,9,9,1,198,9,0
4179,37,9,6233,0,5.5,1.94,1,3,3,2,1,2,1,1,45,22,9,9,1,159,4,0
2315,1,1,3525,1,6.6,0.9,0,2,4,2,0,2,0,0,42,22,9,9,1,170,8,1
1935,33,7,2917,0,8.1,0.08,0,2,3,2,0,2,0,0,46,22,10,10,1,175,10,0
3374,26,3,5069,0,7.5,0.37,1,2,2,2,0,2,0,1,44,22,10,10,1,205,9,1
2215,44,6,3373,0,5.1,0.38,0,2,2,2,0,2,0,1,43,22,10,10,1,172,8,1
174,26,8,253,0,7.5,0.41,0,1,3,2,-1,2,-1,0,44,22,10,10,1,169,9,1
1848,33,8,2784,0,8.1,0.41,0,2,2,2,0,2,0,1,43,22,10,10,1,203,10,5
2589,21,6,3941,0,8.6,0.46,0,1,3,2,-1,2,-1,0,47,22,10,10,1,210,10,1
3567,28,6,5383,0,8.9,0.47,1,2,3,2,0,2,0,0,45,22,10,10,1,188,10,2
174,28,9,255,0,8.9,1.1,0,3,3,2,1,2,1,1,43,22,10,10,1,192,9,0
768,9,4,1182,1,4.9,0.27,1,3,3,2,1,2,1,1,45,22,10,10,1,173,9,0
4997,41,4,7547,0,7,0.28,1,3,3,2,1,2,1,1,47,22,11,11,1,196,11,2
1701,28,4,2580,0,8.9,0.39,0,2,3,2,0,2,0,0,42,22,11,11,1,194,11,4
339,4,4,524,1,8.2,0.32,0,2,3,2,0,2,0,0,46,22,11,11,1,172,7,0
473,6,6,724,1,6.7,0.46,1,2,2,2,0,2,0,1,47,22,11,11,1,,7,0
3500,28,6,5258,0,8.9,0.47,1,1,3,2,-1,2,-1,0,45,22,12,12,1,186,11,1
1933,33,1,2913,0,8.1,0.68,0,2,3,2,0,2,0,0,46,22,12,12,1,193,12,1
2940,21,2,4415,0,8.6,1.12,0,1,3,2,-1,2,-1,0,48,22,12,12,1,191,11,1
4329,47,1,6453,0,6.7,1.22,1,2,2,2,0,2,0,1,45,22,12,12,1,192,7,1
537,6,3,837,1,6.7,0.3,0,2,2,2,0,2,0,1,47,22,12,12,1,186,12,2
3555,28,4,5354,0,8.9,0.39,1,2,3,2,0,2,0,0,45,22,13,13,1,192,11,0
3045,22,2,4592,0,7.4,1.66,1,2,2,2,0,2,0,1,54,22,13,13,1,191,7,2
1855,30,6,2793,0,6.8,0.36,0,2,2,2,0,2,0,1,46,23,8,3,0.38,173,3,0
5327,44,9,8042,0,5.1,1.63,1,2,2,2,0,2,0,1,45,23,6,3,0.5,188,3,2
2788,47,3,4206,0,6.7,0.73,0,2,2,2,0,2,0,1,41,23,7,4,0.57,187,4,1
4908,42,2,7407,0,5.6,1.55,1,2,2,2,0,2,0,1,,23,3,2,0.67,,2,0
2142,37,4,3257,0,5.5,0.73,0,3,3,2,1,2,1,1,42,23,9,6,0.67,180,5,0
4234,30,4,6315,0,6.8,0.41,1,1,3,2,-1,2,-1,0,43,23,8,6,0.75,,0,0
2745,44,8,4138,0,5.1,0.84,0,2,2,2,0,2,0,1,45,23,8,6,0.75,135,5,0
1926,33,3,2902,0,8.1,0.57,0,2,3,2,0,2,0,0,43,23,9,7,0.78,199,7,3
2007,41,1,3024,0,7,0.79,0,2,3,2,0,2,0,0,44,23,9,7,0.78,,0,0
2940,23,2,4417,0,7.8,1.01,0,3,3,2,1,2,1,1,46,23,10,8,0.8,154,8,0
5412,42,2,8159,0,5.6,1.55,1,3,3,2,1,2,1,1,49,23,10,8,0.8,184,8,0
704,9,1,1080,1,4.9,0.86,1,2,3,2,0,2,0,0,45,23,10,8,0.8,142,4,1
4850,36,6,7308,0,7.5,0.65,1,1,3,2,-1,2,-1,0,43,23,7,6,0.86,164,1,0
4660,36,9,7001,0,7.5,1.25,1,2,3,2,0,2,0,0,45,23,8,7,0.88,200,7,2
5452,39,4,8225,0,6.7,0.48,1,1,3,2,-1,2,-1,0,45,23,9,8,0.89,184,7,0
4247,31,1,6335,0,7.7,1.11,1,2,2,2,0,2,0,1,43,23,9,8,0.89,189,8,0
4484,34,5,6694,0,7.6,1.53,1,1,3,2,-1,2,-1,0,43,23,9,8,0.89,207,8,0
1987,39,1,2988,0,6.7,0.97,0,2,3,2,0,2,0,0,45,23,10,9,0.9,178,9,1
3717,44,5,5631,0,5.1,1.92,0,1,3,2,-1,2,-1,0,44,23,10,9,0.9,175,8,0
1249,16,5,1897,1,5.7,0.66,0,1,4,2,-1,2,-1,0,48,23,10,9,0.9,197,8,2
3619,28,8,5475,0,8.9,0.43,1,2,5,2,0,2,0,0,45,23,11,10,0.91,190,10,0
4807,37,9,7232,0,5.5,1.94,1,2,2,2,0,2,0,1,46,23,11,10,0.91,171,10,2
5017,39,4,7572,0,6.7,0.48,1,2,2,2,0,2,0,1,49,23,12,11,0.92,182,7,1
3567,29,6,5384,0,5.7,0.47,1,3,3,2,1,2,1,1,45,23,6,6,1,180,6,1
31,1,3,51,1,6.6,0.07,0,2,3,2,0,2,0,0,41,23,6,6,1,195,6,2
4914,39,6,7414,0,6.7,0.43,1,1,3,2,-1,2,-1,0,44,23,7,7,1,201,6,0
4721,41,5,7103,0,7,1.09,1,3,7,2,1,2,1,0,43,23,7,7,1,189,7,1
2922,22,1,4385,0,7.4,1.36,1,3,3,2,1,2,1,1,46,23,7,7,1,197,6,1
699,14,5,1073,1,7,0.74,0,1,3,2,-1,2,-1,0,44,23,7,7,1,191,6,1
3094,22,4,4662,0,7.4,0.42,1,1,3,2,-1,2,-1,0,46,23,8,8,1,,0,0
1759,31,3,2671,0,7.7,0.57,0,3,4,2,1,2,1,0,41,23,8,8,1,179,7,0
